Kod portu;Data przybycia;Godzina przybycia;Kod portu, z którego jednostka przyp³ynê³a;Nazwa statku;Bandera;nr IMO;Sygna³ wywo³awczy;Pojemnoœæ brutto;D³ugoœæ;Agent;Nabrze¿e (miejsce zacumowania)
PLPLC;2018-12-01;08:45:00;NOJOS;SORMOVSKIY 3060;Russian Federation;8702214;UISK;2999;118.70;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-12-04;19:30:00;NOSLV;ICE STAR;Netherlands;9142631;PCAE;2904;89.00;POSEIDON FRACHTCONTOR JUNGE Sp. z o.o.;Police Port Morski
PLPLC;2018-12-05;14:50:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-06;15:15:00;RULED;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-09;11:50:00;SELDK;MOONRAY;Latvia;9234410;YLOU;1599;87.92;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-09;14:00:00;DZAAE;GARDNO;Bahamas;9767704;C6CR9;22982;199.92;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-12-12;07:10:00;RULED;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-12;19:30:00;RULED;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-13;10:06:00;NLRTM;FEDERAL MACKINAC;Marshall Islands;9299460;V7RI8;18825;185.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-12-13;16:00:00;MACAS;ROZTOCZE;Bahamas;9346835;C6WU3;24109;189.98;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-12-14;01:40:00;FIPOR;PRIMA CELINA;Finland;9030230;OJNI;1599;82.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-12-15;17:30:00;PLSZZ;FORSETI;Antigua and Barbuda;9041320;V2PV4;2416;84.95;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-12-16;12:00:00;NLVLI;ANETTA;Antigua and Barbuda;9583902;V2FZ9;3292;89.90;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-12-18;14:00:00;RULED;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-19;23:40:00;LTKLJ;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-20;20:40:00;NOJOS;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-21;10:45:00;MACAS;KURPIE;Bahamas;9423786;C6XM4;24109;189.98;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-12-22;11:20:00;LTKLJ;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-22;09:15:00;PLSZZ;ALBA ROUSING;Denmark;8506024;OVIL2;1139;79.08;Rhenus Port Logistics Sp. z o.o.;Police Port Morski
PLPLC;2018-12-23;09:00:00;NOJOS;SORMOVSKIY 3060;Russian Federation;8702214;UISK;2999;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-24;09:45:00;RULED;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-25;01:50:00;ESSCI;FRISIAN RIVER;Netherlands;9421623;PHJH;1862;87.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2018-12-26;04:00:00;RULED;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-27;06:50:00;LTKLJ;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-27;10:00:00;MACAS;ISOLDA;Cyprus;9180360;P3JE8;21387;199.90;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-12-29;10:35:00;SEAHU;PEAK BELFAST;Netherlands;9544891;PBPZ;2978;89.95;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-12-30;11:30:00;LTKLJ;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-31;11:45:00;ESLPA;HALIT YILDIRIM;Marshall Islands;9257981;V7IK9;17979;170.70;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-12-31;20:40:00;RULED;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-12-31;21:15:00;PLGDN;VALENTINA;Antigua and Barbuda;9195872;V2GV6;2998;95.16;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2019-01-02;19:15:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.00;Ship-Service S.A.;Police Port Morski
PLPLC;2019-01-05;10:00:00;LTKLJ;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-06;17:15:00;PLSZZ;RIX CRYSTAL;Cyprus;9050125;P3CZ5;2478;85.37;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-01-06;05:15:00;NLAMS;BRUFJELL;Saint Vincent and the Grenadines;9115925;J8B5104;2846;90.33;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2019-01-07;12:30:00;LTKLJ;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-07;09:50:00;DZAAE;DRAWSKO;Bahamas;9393450;C6XP2;20603;189.90;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2019-01-07;18:10:00;RULED;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-08;13:20:00;PLSZZ;FEHN CALYPSO;Antigua and Barbuda;9557393;V2GF9;1934;87.91;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-01-10;12:45:00;PLSWI;ZOSIA;Poland;BRAK   ;SR2615;220;57.00;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2019-01-11;06:35:00;MACAS;SZARE SZEREGI ;Liberia;9708057;D5JD9;25278;179.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2019-01-11;08:00:00;RULED;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-11;07:45:00;DKCPH;MAUREEN S;Cyprus;8509820;P3FN8;2061;87.95;Trans Baltic Spó³ka Cywilna;Police Pomost
PLPLC;2019-01-11;09:10:00;PLSZZ;ANMIRO;Antigua and Barbuda;9434577;V2DR9;2460;87.90;Unibaltic Sp. z o.o.;Surowca
PLPLC;2019-01-13;08:15:00;RULED;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-14;19:30:00;SEGOT;SIMON B;Germany;8511029;DJBU2;1578;82.10;Trans Baltic Spó³ka Cywilna;Police Pomost
PLPLC;2019-01-16;15:33:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2019-01-16;12:00:00;NOJOS;WILSON MONSOON;Barbados;9163582;8PAR3;2035;90.60;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-16;19:40:00;DKGRE;RIX ATLANTIC;Cyprus;9194270;5BWM4;2451;87.95;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-01-17;10:00:00;LTKLJ;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-17;13:40:00;MACAS;ARMIA KRAJOWA;Liberia;9708033;D5JD7;25278;179.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2019-01-17;18:35:00;NLVLI;LAUREN C;United Kingdom;9373527;MTNU5;2998;89.80;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2019-01-18;19:00:00;DEWIS;RIX RIVER;Cyprus;9065948;P3LL5;2446;87.78;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-01-19;15:30:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2019-01-20;02:15:00;DKVOR;SIMON B;Germany;8511029;DJBU2;1587;82.10;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-01-20;20:15:00;LTKLJ;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-22;19:10:00;PLSZZ;RIX AMETHYST;Cyprus;9173185;5BQN4;2056;88.95;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-01-22;22:40:00;NOSIP;FRI KVAM;Cyprus;9211078;5BAG4;2858;89.75;LOGIS OIL ;Police Port Morski
PLPLC;2019-01-23;20:00:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2019-01-24;00:10:00;LTKLJ;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-24;16:25:00;SNDKR;NIMERTIS;Liberia;9650999;D5DW6;17025;169.37;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-01-25;06:45:00;NOJOS;SORMOVSKIY 3060;Russian Federation;8702214;UISK;2999;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-25;13:10:00;SESOL;THURKUS;Cyprus;8915744;5BZJ2;2561;87.96;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2019-01-25;18:10:00;LVRIX;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-26;09:15:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.00;Ship-Service S.A.;Police Port Morski
PLPLC;2019-01-27;04:35:00;NOJOS;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-27;11:10:00;NLAMS;WILSON FARSUND;Barbados;9491733;8PAE7;3561;89.97;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2019-01-29;03:10:00;DKKOG;EIKEFJORD;Faroe Islands;8417259;OZ2063;1254;64.30;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-29;07:20:00;RULED;SORMOVSKIY 3055;Russian Federation;8419611;UAAO;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-29;16:10:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Produktu
PLPLC;2019-01-30;19:20:00;DEUCK;MOONRAY;Latvia;9234410;YLOU;1599;87.92;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-01-31;16:00:00;LTKLJ;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-31;12:15:00;LTKLJ;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-02;08:05:00;LTKLJ;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-02;11:00:00;NOJOS;SORMOVSKIY 3056;Russian Federation;8419623;UDBT;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-03;11:20:00;NOSIP;KJERVAAGSUND;Norway;9312690;LAFK8;3870;106.12;LOGIS OIL ;Police Port Morski
PLPLC;2019-02-04;03:40:00;LVRIX;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-05;19:00:00;PLGDY;CFL PROSPECT;Netherlands;9376440;PHLG;4106;118.90;SHIP-TRANS-TOURIST CONSULTING Sp.j. A. Ma³dyk;Police Port Morski
PLPLC;2019-02-06;14:30:00;LTKLJ;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-07;09:50:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Produktu
PLPLC;2019-02-08;02:50:00;LTKLJ;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-11;10:00:00;DZAAE;CHIOS FREEDOM;Greece;9680255;SVCA4;23435;179.99;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2019-02-12;21:35:00;LVRIX;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-02-13;19:15:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Produktu
PLPLC;2019-02-14;23:20:00;LTKLJ;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-15;21:15:00;RULED;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-16;14:00:00;DKKOL;THURKUS;Cyprus;8915744;5BZJ2;2561;87.96;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2019-02-18;16:18:00;SNDKR;ATLANTIC EMBLEM;Panama;9561887;3ETX4;17986;170.70;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-02-18;18:50:00;PLSWI;LISA D;Antigua and Barbuda;8205187;V2OK3;1162;73.66;Rhenus Port Logistics Sp. z o.o.;Police Port Morski
PLPLC;2019-02-19;09:00:00;LVRIX;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-20;18:30:00;ESSCI;EEMS SPIRIT;Netherlands;9559626;PBTK;1862;87.20;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2019-02-20;22:45:00;LTKLJ;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-21;12:00:00;PLSZZ;PALICA;Poland;7704057;SQIS;999;60.00;Ship-Service S.A.;Police Port Morski
PLPLC;2019-02-22;16:20:00;NOJOS;SORMOVSKIY 3058;Russian Federation;8419647;UGYM;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-23;14:25:00;DZAAE;DRAWNO;Liberia;9727508;D5JE4;25278;179.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2019-02-23;21:40:00;SEKHN;NAUTICA;Saint Vincent and the Grenadines;9032458;J8B3260;1587;87.95;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-26;23:55:00;PLSWI;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2019-02-26;00:00:00;LTKLJ;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-02-27;01:15:00;DKVEJ;AMADEUS;Saint Vincent and the Grenadines;9232498;J8B4062;1435;79.99;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2019-03-01;07:35:00;LVRIX;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-01;08:40:00;LVRIX;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-03-01;18:00:00;ILASH;OCEAN DIAMOND;Marshall Islands;9181508;V7PT7;17429;170.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-03-04;12:10:00;LTKLJ;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-09;01:00:00;SEGOT;OAK;Cook Islands;8211629;E5U2636;1560;87.65;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-12;18:30:00;DKHOR;PEAK BRESKENS;Netherlands;9612545;PCJN;2978;89.95;GAC (Poland) Sp. z o.o.;Produktu
PLPLC;2019-03-12;10:10:00;PLSZZ;LODBROK;Sweden;BRAK   ;SHCB;814;41.26;Marine Crane Sp. z o.o.;Produktu
PLPLC;2019-03-15;11:00:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-03-19;02:10:00;LVRIX;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-20;16:35:00;LTKLJ;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-21;10:30:00;NOJOS;FENSFJORD;Netherlands;9268887;PHFD;4035;111.40;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2019-03-22;08:00:00;LTKLJ;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-22;09:30:00;NLAMS;WILSON LIVERPOOL;Cyprus;9617296;5BJP3;2589;89.85;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2019-03-22;18:35:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2019-03-23;15:25:00;ILASH;HEDVIG BULKER;Denmark;9424120;OWYM2;19812;175.53;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-03-23;22:30:00;LVRIX;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-25;19:40:00;LVRIX;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-28;01:10:00;LVRIX;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-29;15:40:00;DKSKA;ESPERANCE BAY;Hong Kong ;9580326;VRHM6;17019;169.37;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-03-29;18:10:00;LTKLJ;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-03-30;22:50:00;NOJOS;SORMOVSKIY 3058;Russian Federation;8419647;UGYM;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-04-02;05:00:00;NLRTM;KARKLOE;Liberia;9518995;D5BQ4;4220;106.01;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-04-03;16:20:00;LTKLJ;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-04;08:30:00;DZAAE;ROZTOCZE;Bahamas;9346835;C6WU3;24109;189.98;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2019-04-04;13:30:00;PLPLC;HEDVIG BULKER;Denmark;9424120;OWYM2;19812;175.53;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2019-04-05;15:00:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2019-04-06;00:50:00;LTKLJ;SORMOVSKIY 3054;Russian Federation;8222393;UIRU;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-07;20:45:00;LVRIX;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-09;14:00:00;LTKLJ;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-09;18:15:00;MACAS;LUBIE;Bahamas;9441984;C6YJ3;20603;189.59;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2019-04-10;12:15:00;PLSWI;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2019-04-11;12:10:00;RULED;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-12;09:50:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Produktu
PLPLC;2019-04-13;11:50:00;RULED;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-13;19:00:00;DZAAE;LEGIONY POLSKIE;Liberia;9708045;D5JD8;25278;179.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2019-04-15;09:00:00;RULED;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-16;20:00:00;NOJOS;LOOBORG;Netherlands;9421087;PCKQ;5598;108.18;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2019-04-17;17:40:00;LTKLJ;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-19;06:50:00;PLUST;RAMONA;Finland;8420713;OJNN;1297;74.80;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-04-21;16:00:00;ESSCI;WILSON MISTRAL;Barbados;9118006;8PAR4;2035;89.91;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2019-04-23;18:10:00;LTKLJ;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-25;19:00:00;SNDKR;ATLANTIC EMBLEM;Panama;9561887;3ETX4;17986;170.70;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-04-27;09:15:00;PLSZZ;ZOSIA;Poland;BRAK   ;SR 2615;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2019-04-28;07:20:00;LTKLJ;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-04-30;23:15:00;LTKLJ;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-05-03;14:30:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-05-06;22:20:00;NLAMS;LISA;Antigua and Barbuda;9235505;V2GA4;2829;89.75;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2019-05-13;07:36:00;NLRTM;FEDERAL SATSUKI;Marshall Islands;9515101;V7YE6;20465;199.98;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-05-14;19:10:00;MACAS;TCZEW;Liberia;9727493;D5JE3;25278;179.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2019-05-15;21:40:00;NOJOS;SORMOVSKIY 3060;Russian Federation;8702214;UISK;2999;118.70;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-05-16;20:36:00;NLAMS;WILSON ALICANTE;Malta;9507374;9HA2539;2451;88.30;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2019-05-19;02:15:00;DEBRV;ASTRA;Antigua and Barbuda;9041318;V2PY2;2416;84.95;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-05-20;22:40:00;LTKLJ;SORMOVSKIY 3064;Russian Federation;8702252;UIYD;3048;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-05-26;09:24:00;SNDKR;PALOMA;Marshall Islands;9550163;V7NN4;17002;169.37;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-05-26;17:50:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-05-28;18:30:00;LTKLJ;SORMOVSKIY 3054;Russian Federation;8222393;UIRU;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-05-30;19:25:00;MACAS;ARMIA KRAJOWA;Liberia;9708033;D5JD7;25278;179.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2019-06-02;02:45:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-06-04;02:40:00;DEHAM;WILSON MISTRAL;Barbados;9118006;8PAR4;2035;89.91;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-06-05;06:10:00;NOJOS;SORMOVSKIY 3058;Russian Federation;8419647;UGYM;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2019-06-07;03:20:00;NLVLI;WILSON MALM;Malta;7810210;9HUH7;3967;107.40;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2019-06-08;11:55:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-06-08;22:18:00;DKSKA;NASHWAN;Singapore;9394208;9VAX3;16804;154.00;Unibaltic Sp. z o.o.;Police Pomost
PLPLC;2019-06-12;21:12:00;DZAAE;STRATEGIC ENDEAVOR;Singapore;9475727;9V2493;19992;177.40;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2019-06-14;17:30:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2019-06-18;14:10:00;MACAS;JAMNO;Bahamas;9767716;C6CS2;22982;199.90;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
