Kod portu;Data przybycia;Godzina przybycia;Kod portu, z którego jednostka przyp³ynê³a;Nazwa statku;Bandera;nr IMO;Sygna³ wywo³awczy;Pojemnoœæ brutto;D³ugoœæ;Agent;Nabrze¿e (miejsce zacumowania)
PLPLC;2018-04-17;18:30:00;PLSZZ;ZOSIA;Poland;BRAK   ;SR 2615;234;57.00;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2018-04-17;19:00:00;DZAAE;IRMA;Cyprus;9180396;P3SA8;21387;199.90;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-04-17;17:50:00;DKVEJ;SNOWLARK;Saint Vincent and the Grenadines;8412417;J8B3277;1289;74.90;PJM SHIPPING & TRADING;Produktu
PLPLC;2018-04-18;11:00:00;RULED;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-04-20;10:15:00;NLRTM;NINA 1;Saint Vincent and the Grenadines;8402668;J8B3047;998;77.96;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-04-21;09:10:00;RULED;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-04-21;16:50:00;DKSKB;LONGFJORD;Antigua and Barbuda;9268851;V2HS2;3995;111.40;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2018-04-22;19:25:00;PLGDY;ALBA ROUSING;Denmark;8506024;OVIL2;1139;79.08;RENTRANS CARGO Sp. z o.o.;Produktu
PLPLC;2018-04-26;02:20:00;RULED;SORMOVSKIY 3056;Russian Federation;8419623;UDBT;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-04-26;12:45:00;MACAS;PODLASIE;Bahamas;9346811;C6WT9;24109;189.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-04-27;10:10:00;LTKLJ;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-04-29;03:50:00;FIPOR;RINALAND;Latvia;8618035;YLOK;2006;81.86;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2018-04-29;17:40:00;ESSCI;JUERGEN K;Netherlands;9195717;PBKV;2545;88.78;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2018-04-30;21:30:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-05-02;16:45:00;RULED;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-05-02;21:30:00;LTKLJ;SORMOVSKIY 3056;Russian Federation;8419623;UDBT;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-05-05;09:40:00;RULED;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-05-05;14:05:00;LTKLJ;SORMOVSKIY 3058;Russian Federation;8419647;UGYM;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-05-07;09:20:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Brak
PLPLC;2018-05-09;03:35:00;RULED;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-05-09;01:35:00;NOJOS;MARTEN;Cyprus;9617337;5BNU3;2589;89.92;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2018-05-10;09:50:00;DEMUK;PEAK ANTWERPEN;Bahamas;8215730;C6RS3;1514;82.45;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-05-11;01:20:00;RULED;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-05-12;19:30:00;LTKLJ;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-05-13;08:50:00;LTKLJ;SORMOVSKIY 3058;Russian Federation;8419647;UGYM;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-05-16;18:20:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-05-17;03:00:00;NOJOS;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-05-18;16:20:00;MACAS;MAZOWSZE ;Bahamas;9386914;C6XD7;24109;189.97;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-05-19;11:35:00;DKKOG;WILLEKE;Netherlands;9232486;PFBN;1435;79.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-05-20;15:15:00;PLSWI;PALICA;Poland;7704057;SQIS;999;65.00;Ship-Service S.A.;Police Port Morski
PLPLC;2018-05-21;21:55:00;NLVLI;BRUFJELL;Saint Vincent and the Grenadines;9115925;J8B5104;2846;90.33;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-05-24;06:20:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-05-25;08:45:00;DZAAE;GDYNIA;Bahamas;9594248;C6ZG9;24145;189.90;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-05-25;19:15:00;DKVEJ;LARGONA;Saint Vincent and the Grenadines;7713345;J8TE9;866;62.60;AHLMANN ZERSSEN Sp. z o.o.;Police Port Morski
PLPLC;2018-05-26;10:15:00;PLSZZ;ZOSIA;Poland;BRAK   ;SR2615;220;57.00;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2018-05-29;20:40:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-06-02;11:15:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Produktu
PLPLC;2018-06-05;02:50:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-06-07;14:25:00;DEWIS;ANETTA;Antigua and Barbuda;9583902;V2FZ9;3293;89.90;NEPTUN AGENCY DARIUSZ JONCZEK;Police Port Morski
PLPLC;2018-06-10;06:25:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-06-12;08:00:00;DKSKA;CAPE;Liberia;9498224;D5KB5;19865;186.00;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2018-06-12;18:40:00;DKGRE;HAITHABU;Antigua and Barbuda;8222185;V2GP7;1372;75.23;Unibaltic Sp. z o.o.;Produktu
PLPLC;2018-06-13;17:25:00;DKRAN;SARAH-B;Germany;9119622;DGDD2;1596;81.40;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-06-14;09:10:00;PLGDN;PORT KENNY;Hong Kong;9291212;VRGP2;16960;169.26;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-06-16;11:20:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-06-18;08:50:00;NLVLI;FILIA NETTIE;Netherlands;9488827;PIPK;2199;89.99;PJM SHIPPING & TRADING;Produktu
PLPLC;2018-06-18;09:50:00;NLVLI;WILSON ASTAKOS;Malta;9313759;9HA2370;2451;88.30;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-06-18;19:50:00;MACAS;MAZURY;Bahamas;9285122;C6TX8;24109;189.98;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-06-21;22:15:00;NOLAO;SULEDROTT;Denmark;8318063;OWIE2;1525;76.45;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-06-23;01:00:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-06-23;09:50:00;NOFRK;NORDIC DIANA;Netherlands;9116010;PDRF;2774;89.72;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2018-06-23;11:30:00;PLDAR;EEMS SPRING;Netherlands;9503524;PHPL;1862;87.20;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-06-26;23:50:00;RULED;SORMOVSKIY 3055;Russian Federation;8419611;UAAO;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-06-28;19:20:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-06-29;08:45:00;RULED;IVAN SHCHEPETOV;Russian Federation;9111060;UACX;3376;102.00;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-06-29;20:05:00;NLVLI;PAULA C;United Kingdom;9373553;2AHU2;2998;89.80;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-07-01;17:40:00;NOJOS;FRISIAN SEA;Netherlands;9534547;PCLF;4298;118.19;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2018-07-02;14:45:00;LTKLJ;SORMOVSKIY 3055;Russian Federation;8419611;UAAO;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-07-06;17:20:00;DKVEJ;LARGONA;Saint Vincent and the Grenadines;7713345;J8TE9;866;62.00;Albers-Hansen Sp. z o.o.;Police Port Morski
PLPLC;2018-07-07;17:50:00;DELBC;EVERT PRAHM;Germany;9138757;DQRI;1598;78.24;Albers-Hansen Sp. z o.o.;Police Port Morski
PLPLC;2018-07-10;10:40:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Produktu
PLPLC;2018-07-11;16:30:00;RULED;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-07-11;19:00:00;PLSZZ;KRISTIN D;Bahamas;9163582;C6XA6;2035;90.60;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-07-16;11:30:00;NLAMS;WILSON HARRIER;Malta;9064891;9HJP9;2811;91.20;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-07-17;08:35:00;MACAS;KASZUBY;Bahamas;9346847;C6XD6;24109;189.97;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Surowca
PLPLC;2018-07-21;04:00:00;SEUME;NAUTICA;Saint Vincent and the Grenadines;9032458;J8B3260;1587;87.95;KOSIOR SHIPPING COMPANY Sp. z o.o.;Surowca
PLPLC;2018-07-23;19:15:00;LTKLJ;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-07-26;05:50:00;RULED;SORMOVSKIY 3055;Russian Federation;8419611;UAAO;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-07-26;20:30:00;MACAS;SZCZECIN;Bahamas;9594224;C6ZH3;24145;189.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-07-28;07:00:00;PLSPA;PEENE QUEEN;Poland;8983272;SR2516;140;38.20;POLSTEAM ¯EGLUGA SZCZECIÑSKA Sp. z o.o.;Police Pomost
PLPLC;2018-07-28;01:35:00;NOJOS;PEAK ANTWERPEN;Bahamas;8215730;C6RS3;1514;82.45;Ships Care Agency Sp. z o.o.;Surowca
PLPLC;2018-07-28;11:15:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2018-07-29;07:00:00;RULED;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-07-30;03:55:00;CASOR;LOLLAND;Liberia;9480124;A8YA7;12772;144.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-08-01;13:15:00;LTKLJ;SORMOVSKIY 3064;Russian Federation;8702252;UIYD;3048;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-04;06:05:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-05;03:05:00;DEHAM;ATRIA;Antigua and Barbuda;9111125;V2AE1;1589;82.50;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-08-05;20:20:00;RULED;SORMOVSKIY 3055;Russian Federation;8419611;UAAO;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-06;05:00:00;PLSZZ;PEAK ABERDEEN;Bahamas;8215728;C6QV7;1528;82.45;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-08-08;22:50:00;PLSZZ;WILSON TEES;Malta;9150535;9HKQ5;2446;88.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-08-08;01:40:00;LTKLJ;SORMOVSKIY 3064;Russian Federation;8702252;UIYD;3048;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-09;09:00:00;PLGDN;ALLSTARS;Liberia;9225512;D5MW4;16848;169.03;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-08-10;01:00:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-12;17:10:00;RULED;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-14;10:30:00;PLSZZ;KAJA;Malta;9130200;9HA3670;2844;89.77;Morska Agencja Szczecin Ltd.;Police Port Morski
PLPLC;2018-08-15;10:10:00;RULED;SORMOVSKIY 3055;Russian Federation;8419611;UAAO;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-16;00:30:00;PLKOL;PLUTO;Barbados;8518340;8PAJ9;1998;88.15;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-08-17;10:50:00;NOJOS;STARMI;Norway;9128336;LAZA7;2901;89.99;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2018-08-17;20:30:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-24;09:30:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-26;17:15:00;RULED;SORMOVSKIY 3057;Russian Federation;8419635;UCVL;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-27;09:30:00;RULED;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-27;13:30:00;MACAS;ISADORA;Cyprus;9180372;P3LA8;21387;199.90;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-08-28;22:30:00;PLSZZ;HALICZ;Poland;7615749;SQFZ;694;60.77;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2018-08-29;23:30:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-08-31;19:15:00;FIPOR;NORTHERN ROCK;Netherlands;9728887;PCZQ;2989;92.90;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-09-03;19:15:00;NLVLI;SP VIKING;Netherlands;9163635;PIAX;2829;89.75;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-09-05;18:20:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-09-09;11:20:00;DKAAR;MANISA CAMILLA;Netherlands;9362657;PCTP;5604;108.20;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2018-09-10;11:55:00;PLSZZ;PALICA;Poland;7704057;SQIS;999;60.00;Ship-Service S.A.;Police Port Morski
PLPLC;2018-09-11;12:10:00;RULED;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-09-11;14:35:00;ESSCI;HAV SNAPPER;Bahamas;9001813;C6XN4;1961;88.16;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2018-09-12;17:05:00;RULED;IVAN SHCHEPETOV;Russian Federation;9111060;UACX;3376;102.00;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-09-14;16:15:00;DKAAB;WILSON LEITH;Malta;9150509;9HII5;2446;87.90;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-09-15;10:40:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Produktu
PLPLC;2018-09-17;11:30:00;NOJOS;EMSMOON;Antigua and Barbuda;9213894;V2BN3;4563;111.75;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2018-09-17;18:05:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-09-18;12:00:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2018-09-21;21:50:00;PLKOL;TORPO;Barbados;8908791;8PAK3;1986;88.15;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-09-22;09:45:00;FIPOR;BALTIC CARRIER;Gibraltar;9138197;ZDFD4;2280;82.50;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-09-22;21:15:00;RULED;IVAN SHCHEPETOV;Russian Federation;9111060;UACX;3376;102.00;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-09-23;01:35:00;NLVLI;ORCANA;Netherlands;9353711;PHHP;2999;89.99;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-09-25;21:35:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-09-27;16:40:00;RULED;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-09-28;10:35:00;MAJFL;SZARE SZEREGI ;Liberia;9708057;D5JD9;25278;179.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-09-29;13:00:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2018-10-01;23:50:00;RULED;SORMOVSKIY 3060;Russian Federation;8702214;UISK;2999;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-10-06;02:15:00;DKSKA;SAM EAGLE;Liberia;9559676;D5IK4;20846;179.90;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2018-10-07;09:00:00;RULED;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-10-07;06:30:00;NLVLI;FRAKT SUND;Cyprus;9374727;5BBD4;2967;89.95;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-10-08;08:00:00;ESCAS;TRAMMO PARIS;Singapore;9792515;9V5470;17242;154.00;Unibaltic Sp. z o.o.;Police Pomost
PLPLC;2018-10-09;16:10:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.00;Ship-Service S.A.;Police Pomost
PLPLC;2018-10-10;21:00:00;SELAA;ALAND;Germany;9147459;DFTY;1996;85.37;Albers-Hansen Sp. z o.o.;Police Port Morski
PLPLC;2018-10-12;17:45:00;MACAS;MAZOWSZE ;Bahamas;9386914;C6XD7;24109;189.97;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-10-14;03:50:00;NOJOS;FRISIAN SPRING;Netherlands;9367774;PHII;4087;118.90;Ships Care Agency Sp. z o.o.;Police Port Morski
PLPLC;2018-10-17;19:45:00;LTKLJ;SORMOVSKIY 3056;Russian Federation;8419623;UDBT;3041;119.20;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-10-17;21:00:00;PLSZZ;NEULAND;Germany;9117959;DFWF;2271;89.99;Albers-Hansen Sp. z o.o.;Police Port Morski
PLPLC;2018-10-19;01:20:00;RULED;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-10-21;12:45:00;LVLPX;FIGARO;Saint Vincent and the Grenadines;9240732;J8B4640;1435;79.99;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-10-23;10:25:00;NLVLI;WILSON HOBRO;Barbados;9229128;8PAO8;2896;89.25;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-10-25;12:30:00;NLVLI;HERMAS;Antigua and Barbuda;9224166;V2GS8;2829;89.75;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-10-27;11:30:00;LTKLJ;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-10-29;08:40:00;MACAS;ISA;Cyprus;9180358;P3HF8;21387;199.90;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-10-30;14:10:00;RULED;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-02;14:40:00;SNDKR;INFINITY K;Marshall Islands;9445069;V7LM5;17018;169.37;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-11-04;13:10:00;RULED;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-05;03:25:00;DEHUS;NAUTICA;Saint Vincent and the Grenadines;9032458;J8B3260;1587;87.95;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-06;03:40:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-06;14:10:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-07;00:15:00;DEREN;HAITHABU;Antigua and Barbuda;8222185;V2GP7;1372;75.23;AHLMANN ZERSSEN Sp. z o.o.;Police Port Morski
PLPLC;2018-11-09;10:50:00;LTKLJ;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-09;11:00:00;FIPOR;FEHN COMPANION;Antigua and Barbuda;9557379;V2GH6;1934;87.91;KOSIOR SHIPPING COMPANY Sp. z o.o.;Produktu
PLPLC;2018-11-11;04:40:00;LTKLJ;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-11;10:20:00;DZAAE;GDYNIA;Bahamas;9594248;C6ZG9;24145;189.90;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-11-12;18:10:00;RULED;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-12;18:00:00;NOSLV;ARKLOW ROGUE;Ireland;9344526;EIGD;2999;89.99;POSEIDON FRACHTCONTOR JUNGE Sp. z o.o.;Police Port Morski
PLPLC;2018-11-13;19:30:00;DZBTA;TRAMMO PARIS;Singapore;9792515;9V5470;17242;154.00;Unibaltic Sp. z o.o.;Police Pomost
PLPLC;2018-11-13;22:10:00;LTKLJ;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-14;18:25:00;RULED;SORMOVSKIY 3058;Russian Federation;8419647;UGYM;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-11-16;09:10:00;MACAS;SZCZECIN;Bahamas;9594224;C6ZH3;24145;189.99;POLSTEAM SHIPPING AGENCY Sp. z o.o.;Police Port Morski
PLPLC;2018-11-16;02:15:00;RULED;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-18;11:00:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
PLPLC;2018-11-18;15:20:00;NLAMS;LISA;Antigua and Barbuda;9235505;V2GA4;2829;89.75;SMS MARITIME SERVICES Sp. z o.o.;Police Port Morski
PLPLC;2018-11-19;03:30:00;LTKLJ;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-20;20:00:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-22;06:10:00;RULED;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-23;13:25:00;RULED;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-24;09:30:00;DKORE;THOPAS;Cyprus;9085481;5BGQ4;2561;87.96;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2018-11-25;02:20:00;LTKLJ;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-25;07:40:00;NOJOS;SORMOVSKIY 3064;Russian Federation;8702252;UIYD;3048;118.70;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2018-11-28;18:35:00;LTKLJ;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Surowca
PLPLC;2018-11-30;07:54:00;DKRAN;ALAND;Germany;9147459;DFTY;1996;85.37;Sartori & Berger Polska Sp. z o.o;Police Port Morski
PLPLC;2018-11-30;17:45:00;PLSZZ;ZOSIA;Poland;BRAK   ;SR2615;220;57.00;Oktan Energy & V/L Service Sp. z o.o.;Police Port Morski
